time_ns,id,truth_label,classification_state,feature_rcs,feature_length,predicted_class,predicted_prob,prob_TargetSmall,prob_TargetMedium,prob_TargetLarge,predicted_group,predicted_group_prob,group_prob_SmallTargets,group_prob_LargeTargets
69000000000,2,TargetLarge,partial,12.277720,nan,TargetLarge,0.999959,0.000000,0.000041,0.999959,LargeTargets,1.000000,0.000000,1.000000
70000000000,0,TargetSmall,full,2.133144,0.818765,TargetSmall,0.926008,0.926008,0.073448,0.000544,SmallTargets,0.926008,0.926008,0.073992
70000000000,2,TargetLarge,full,6.298556,0.625017,TargetMedium,0.817038,0.000002,0.817038,0.182960,LargeTargets,0.999998,0.000002,0.999998
70000000000,1,TargetMedium,full,6.386229,1.655464,TargetMedium,0.590476,0.000000,0.590476,0.409524,LargeTargets,1.000000,0.000000,1.000000
71000000000,1,TargetMedium,full,3.691844,1.655464,TargetMedium,0.933072,0.024077,0.933072,0.042850,LargeTargets,0.975923,0.024077,0.975923
71000000000,2,TargetLarge,partial,9.671898,nan,TargetLarge,0.988754,0.000000,0.011246,0.988754,LargeTargets,1.000000,0.000000,1.000000
72000000000,1,TargetMedium,partial,6.913195,nan,TargetMedium,0.512117,0.000000,0.512117,0.487883,LargeTargets,1.000000,0.000000,1.000000
72000000000,2,TargetLarge,partial,10.874145,nan,TargetLarge,0.999005,0.000000,0.000995,0.999005,LargeTargets,1.000000,0.000000,1.000000
73000000000,1,TargetMedium,partial,1.086818,nan,TargetSmall,0.965825,0.965825,0.033880,0.000295,SmallTargets,0.965825,0.965825,0.034175
73000000000,2,TargetLarge,partial,10.187484,nan,TargetLarge,0.995874,0.000000,0.004126,0.995874,LargeTargets,1.000000,0.000000,1.000000
74000000000,0,TargetSmall,partial,2.162491,nan,TargetSmall,0.913315,0.913315,0.085605,0.001081,SmallTargets,0.913315,0.913315,0.086685
74000000000,1,TargetMedium,partial,7.415868,nan,TargetLarge,0.660554,0.000000,0.339446,0.660554,LargeTargets,1.000000,0.000000,1.000000
74000000000,2,TargetLarge,full,7.262836,0.550809,TargetMedium,0.558760,0.000000,0.558760,0.441240,LargeTargets,1.000000,0.000000,1.000000
75000000000,2,TargetLarge,full,9.440149,0.550809,TargetLarge,0.966434,0.000000,0.033566,0.966434,LargeTargets,1.000000,0.000000,1.000000
